Q262,Q264,Q270,id,faces,score,scale,type
35,Kvinna,,83,X70f7m,NA,m,70f
35,Kvinna,,83,X70f8m,1,m,70f
35,Kvinna,,83,X70f9m,1,m,70f
35,Kvinna,,83,X70f10m,NA,m,70f
23,Kvinna,,84,X30f1f,NA,f,30f
23,Kvinna,,84,X30f2f,NA,f,30f
23,Kvinna,,84,X30f2m,5,m,30f
23,Kvinna,,84,X30f4f,NA,f,30f
23,Kvinna,,84,X30f5f,1,f,30f
23,Kvinna,,84,X30f7f,6,f,30f
23,Kvinna,,84,X30f6f,NA,f,30f
23,Kvinna,,84,X30f8f,1,f,30f
23,Kvinna,,84,X30f9f,2,f,30f
23,Kvinna,,84,X30f10f,NA,f,30f
23,Kvinna,,84,X50f1f,5,f,50f
23,Kvinna,,84,X50f2f,NA,f,50f
23,Kvinna,,84,X50f4f,6,f,50f
23,Kvinna,,84,X50f3f,NA,f,50f
23,Kvinna,,84,X50f5f,NA,f,50f
23,Kvinna,,84,X50f6f,NA,f,50f
23,Kvinna,,84,X50f7f,3,f,50f
23,Kvinna,,84,X50f8f,4,f,50f
23,Kvinna,,84,X50f9f,NA,f,50f
23,Kvinna,,84,X70f10f,NA,f,70f
23,Kvinna,,84,X70f8f,7,f,70f
23,Kvinna,,84,X70f9f,7,f,70f
23,Kvinna,,84,X70f7f,NA,f,70f
23,Kvinna,,84,X70f6f,NA,f,70f
23,Kvinna,,84,X70f5f,5,f,70f
23,Kvinna,,84,X70f4f,7,f,70f
23,Kvinna,,84,X70f3f,7,f,70f
23,Kvinna,,84,X70f2f,NA,f,70f
23,Kvinna,,84,X70f1f,NA,f,70f
23,Kvinna,,84,X50f11f,7,f,50f
23,Kvinna,,84,X50f10f,NA,f,50f
23,Kvinna,,84,X30f1m,5,m,30f
23,Kvinna,,84,X30f3m,NA,m,30f
23,Kvinna,,84,X30f3f,4,f,30f
23,Kvinna,,84,X30f4m,NA,m,30f
23,Kvinna,,84,X30f5m,NA,m,30f
23,Kvinna,,84,X30f7m,NA,m,30f
23,Kvinna,,84,X30f6m,NA,m,30f
23,Kvinna,,84,X30f8m,NA,m,30f
23,Kvinna,,84,X30f9m,7,m,30f
23,Kvinna,,84,X30f10m,7,m,30f
23,Kvinna,,84,X50f1m,2,m,50f
23,Kvinna,,84,X50f2m,6,m,50f
23,Kvinna,,84,X50f4m,NA,m,50f
23,Kvinna,,84,X50f3m,1,m,50f
23,Kvinna,,84,X50f5m,4,m,50f
23,Kvinna,,84,X50f6m,6,m,50f
23,Kvinna,,84,X50f7m,NA,m,50f
23,Kvinna,,84,X50f8m,NA,m,50f
23,Kvinna,,84,X50f9m,NA,m,50f
23,Kvinna,,84,X50f11m,1,m,50f
23,Kvinna,,84,X50f10m,NA,m,50f
23,Kvinna,,84,X70f1m,NA,m,70f
23,Kvinna,,84,X70f2m,1,m,70f
23,Kvinna,,84,X70f3m,2,m,70f
23,Kvinna,,84,X70f4m,NA,m,70f
23,Kvinna,,84,X70f5m,2,m,70f
23,Kvinna,,84,X70f6m,3,m,70f
23,Kvinna,,84,X70f7m,NA,m,70f
23,Kvinna,,84,X70f8m,NA,m,70f
23,Kvinna,,84,X70f9m,1,m,70f
23,Kvinna,,84,X70f10m,NA,m,70f
52,Kvinna,,85,X30f1f,1,f,30f
52,Kvinna,,85,X30f2f,NA,f,30f
52,Kvinna,,85,X30f2m,NA,m,30f
52,Kvinna,,85,X30f4f,1,f,30f
52,Kvinna,,85,X30f5f,NA,f,30f
52,Kvinna,,85,X30f7f,NA,f,30f
52,Kvinna,,85,X30f6f,NA,f,30f
52,Kvinna,,85,X30f8f,1,f,30f
52,Kvinna,,85,X30f9f,NA,f,30f
52,Kvinna,,85,X30f10f,1,f,30f
52,Kvinna,,85,X50f1f,2,f,50f
52,Kvinna,,85,X50f2f,NA,f,50f
52,Kvinna,,85,X50f4f,NA,f,50f
52,Kvinna,,85,X50f3f,NA,f,50f
52,Kvinna,,85,X50f5f,1,f,50f
52,Kvinna,,85,X50f6f,NA,f,50f
52,Kvinna,,85,X50f7f,2,f,50f
52,Kvinna,,85,X50f8f,NA,f,50f
52,Kvinna,,85,X50f9f,NA,f,50f
52,Kvinna,,85,X70f10f,NA,f,70f
52,Kvinna,,85,X70f8f,4,f,70f
52,Kvinna,,85,X70f9f,5,f,70f
52,Kvinna,,85,X70f7f,NA,f,70f
52,Kvinna,,85,X70f6f,2,f,70f
52,Kvinna,,85,X70f5f,4,f,70f
52,Kvinna,,85,X70f4f,NA,f,70f
52,Kvinna,,85,X70f3f,1,f,70f
52,Kvinna,,85,X70f2f,4,f,70f
52,Kvinna,,85,X70f1f,3,f,70f
52,Kvinna,,85,X50f11f,NA,f,50f
52,Kvinna,,85,X50f10f,1,f,50f
52,Kvinna,,85,X30f1m,NA,m,30f
52,Kvinna,,85,X30f3m,NA,m,30f
52,Kvinna,,85,X30f3f,2,f,30f
52,Kvinna,,85,X30f4m,2,m,30f
52,Kvinna,,85,X30f5m,NA,m,30f
52,Kvinna,,85,X30f7m,1,m,30f
52,Kvinna,,85,X30f6m,2,m,30f
52,Kvinna,,85,X30f8m,2,m,30f
52,Kvinna,,85,X30f9m,NA,m,30f
52,Kvinna,,85,X30f10m,NA,m,30f
52,Kvinna,,85,X50f1m,1,m,50f
52,Kvinna,,85,X50f2m,NA,m,50f
52,Kvinna,,85,X50f4m,NA,m,50f
52,Kvinna,,85,X50f3m,1,m,50f
52,Kvinna,,85,X50f5m,2,m,50f
52,Kvinna,,85,X50f6m,2,m,50f
52,Kvinna,,85,X50f7m,1,m,50f
52,Kvinna,,85,X50f8m,1,m,50f
52,Kvinna,,85,X50f9m,2,m,50f
52,Kvinna,,85,X50f11m,2,m,50f
52,Kvinna,,85,X50f10m,NA,m,50f
52,Kvinna,,85,X70f1m,NA,m,70f
52,Kvinna,,85,X70f2m,NA,m,70f
52,Kvinna,,85,X70f3m,NA,m,70f
52,Kvinna,,85,X70f4m,NA,m,70f
52,Kvinna,,85,X70f5m,NA,m,70f
52,Kvinna,,85,X70f6m,3,m,70f
52,Kvinna,,85,X70f7m,NA,m,70f
52,Kvinna,,85,X70f8m,NA,m,70f
52,Kvinna,,85,X70f9m,NA,m,70f
52,Kvinna,,85,X70f10m,1,m,70f
27,Man,,86,X30f1f,2,f,30f
27,Man,,86,X30f2f,NA,f,30f
27,Man,,86,X30f2m,NA,m,30f
27,Man,,86,X30f4f,NA,f,30f
27,Man,,86,X30f5f,2,f,30f
27,Man,,86,X30f7f,NA,f,30f
27,Man,,86,X30f6f,3,f,30f
27,Man,,86,X30f8f,2,f,30f
27,Man,,86,X30f9f,2,f,30f
27,Man,,86,X30f10f,2,f,30f
27,Man,,86,X50f1f,NA,f,50f
27,Man,,86,X50f2f,NA,f,50f
27,Man,,86,X50f4f,3,f,50f
27,Man,,86,X50f3f,3,f,50f
27,Man,,86,X50f5f,NA,f,50f
27,Man,,86,X50f6f,3,f,50f
27,Man,,86,X50f7f,3,f,50f
27,Man,,86,X50f8f,4,f,50f
27,Man,,86,X50f9f,NA,f,50f
27,Man,,86,X70f10f,5,f,70f
27,Man,,86,X70f8f,4,f,70f
27,Man,,86,X70f9f,NA,f,70f
27,Man,,86,X70f7f,NA,f,70f
27,Man,,86,X70f6f,NA,f,70f
27,Man,,86,X70f5f,NA,f,70f
27,Man,,86,X70f4f,NA,f,70f
27,Man,,86,X70f3f,5,f,70f
27,Man,,86,X70f2f,NA,f,70f
27,Man,,86,X70f1f,NA,f,70f
27,Man,,86,X50f11f,4,f,50f
27,Man,,86,X50f10f,NA,f,50f
27,Man,,86,X30f1m,5,m,30f
27,Man,,86,X30f3m,NA,m,30f
27,Man,,86,X30f3f,NA,f,30f
27,Man,,86,X30f4m,NA,m,30f
27,Man,,86,X30f5m,NA,m,30f
27,Man,,86,X30f7m,5,m,30f
27,Man,,86,X30f6m,5,m,30f
27,Man,,86,X30f8m,6,m,30f
27,Man,,86,X30f9m,NA,m,30f
27,Man,,86,X30f10m,6,m,30f
27,Man,,86,X50f1m,NA,m,50f
27,Man,,86,X50f2m,4,m,50f
27,Man,,86,X50f4m,4,m,50f
27,Man,,86,X50f3m,NA,m,50f
27,Man,,86,X50f5m,NA,m,50f
27,Man,,86,X50f6m,5,m,50f
27,Man,,86,X50f7m,4,m,50f
27,Man,,86,X50f8m,4,m,50f
27,Man,,86,X50f9m,5,m,50f
27,Man,,86,X50f11m,NA,m,50f
27,Man,,86,X50f10m,NA,m,50f
27,Man,,86,X70f1m,NA,m,70f
27,Man,,86,X70f2m,4,m,70f
27,Man,,86,X70f3m,NA,m,70f
27,Man,,86,X70f4m,NA,m,70f
27,Man,,86,X70f5m,3,m,70f
27,Man,,86,X70f6m,NA,m,70f
27,Man,,86,X70f7m,NA,m,70f
27,Man,,86,X70f8m,3,m,70f
27,Man,,86,X70f9m,3,m,70f
27,Man,,86,X70f10m,NA,m,70f
24,Kvinna,,87,X30f1f,2,f,30f
24,Kvinna,,87,X30f2f,1,f,30f
24,Kvinna,,87,X30f2m,NA,m,30f
24,Kvinna,,87,X30f4f,NA,f,30f
24,Kvinna,,87,X30f5f,NA,f,30f
24,Kvinna,,87,X30f7f,5,f,30f
24,Kvinna,,87,X30f6f,NA,f,30f
24,Kvinna,,87,X30f8f,1,f,30f
24,Kvinna,,87,X30f9f,2,f,30f
24,Kvinna,,87,X30f10f,1,f,30f
24,Kvinna,,87,X50f1f,5,f,50f
24,Kvinna,,87,X50f2f,NA,f,50f
24,Kvinna,,87,X50f4f,6,f,50f
24,Kvinna,,87,X50f3f,NA,f,50f
24,Kvinna,,87,X50f5f,2,f,50f
24,Kvinna,,87,X50f6f,NA,f,50f
24,Kvinna,,87,X50f7f,5,f,50f
24,Kvinna,,87,X50f8f,NA,f,50f
24,Kvinna,,87,X50f9f,4,f,50f
24,Kvinna,,87,X70f10f,NA,f,70f
24,Kvinna,,87,X70f8f,5,f,70f
24,Kvinna,,87,X70f9f,7,f,70f
24,Kvinna,,87,X70f7f,NA,f,70f
24,Kvinna,,87,X70f6f,5,f,70f
24,Kvinna,,87,X70f5f,NA,f,70f
24,Kvinna,,87,X70f4f,NA,f,70f
24,Kvinna,,87,X70f3f,5,f,70f
24,Kvinna,,87,X70f2f,NA,f,70f
24,Kvinna,,87,X70f1f,NA,f,70f
24,Kvinna,,87,X50f11f,NA,f,50f
24,Kvinna,,87,X50f10f,NA,f,50f
24,Kvinna,,87,X30f1m,NA,m,30f
24,Kvinna,,87,X30f3m,NA,m,30f
24,Kvinna,,87,X30f3f,5,f,30f
24,Kvinna,,87,X30f4m,3,m,30f
24,Kvinna,,87,X30f5m,6,m,30f
24,Kvinna,,87,X30f7m,2,m,30f
24,Kvinna,,87,X30f6m,NA,m,30f
24,Kvinna,,87,X30f8m,6,m,30f
24,Kvinna,,87,X30f9m,NA,m,30f
24,Kvinna,,87,X30f10m,5,m,30f
24,Kvinna,,87,X50f1m,NA,m,50f
24,Kvinna,,87,X50f2m,NA,m,50f
24,Kvinna,,87,X50f4m,3,m,50f
24,Kvinna,,87,X50f3m,NA,m,50f
24,Kvinna,,87,X50f5m,5,m,50f
24,Kvinna,,87,X50f6m,NA,m,50f
24,Kvinna,,87,X50f7m,NA,m,50f
24,Kvinna,,87,X50f8m,3,m,50f
24,Kvinna,,87,X50f9m,5,m,50f
24,Kvinna,,87,X50f11m,2,m,50f
24,Kvinna,,87,X50f10m,NA,m,50f
24,Kvinna,,87,X70f1m,NA,m,70f
24,Kvinna,,87,X70f2m,2,m,70f
24,Kvinna,,87,X70f3m,NA,m,70f
24,Kvinna,,87,X70f4m,2,m,70f
24,Kvinna,,87,X70f5m,3,m,70f
24,Kvinna,,87,X70f6m,2,m,70f
24,Kvinna,,87,X70f7m,NA,m,70f
24,Kvinna,,87,X70f8m,NA,m,70f
24,Kvinna,,87,X70f9m,NA,m,70f
24,Kvinna,,87,X70f10m,NA,m,70f
53,Kvinna,,88,X30f1f,1,f,30f
53,Kvinna,,88,X30f2f,1,f,30f
53,Kvinna,,88,X30f2m,NA,m,30f
53,Kvinna,,88,X30f4f,NA,f,30f
53,Kvinna,,88,X30f5f,NA,f,30f
53,Kvinna,,88,X30f7f,4,f,30f
53,Kvinna,,88,X30f6f,1,f,30f
53,Kvinna,,88,X30f8f,NA,f,30f
53,Kvinna,,88,X30f9f,2,f,30f
53,Kvinna,,88,X30f10f,3,f,30f
53,Kvinna,,88,X50f1f,NA,f,50f
53,Kvinna,,88,X50f2f,1,f,50f
53,Kvinna,,88,X50f4f,NA,f,50f
53,Kvinna,,88,X50f3f,NA,f,50f
53,Kvinna,,88,X50f5f,NA,f,50f
53,Kvinna,,88,X50f6f,NA,f,50f
53,Kvinna,,88,X50f7f,NA,f,50f
53,Kvinna,,88,X50f8f,NA,f,50f
53,Kvinna,,88,X50f9f,4,f,50f
53,Kvinna,,88,X70f10f,6,f,70f
53,Kvinna,,88,X70f8f,7,f,70f
53,Kvinna,,88,X70f9f,7,f,70f
53,Kvinna,,88,X70f7f,NA,f,70f
53,Kvinna,,88,X70f6f,NA,f,70f
53,Kvinna,,88,X70f5f,6,f,70f
53,Kvinna,,88,X70f4f,6,f,70f
53,Kvinna,,88,X70f3f,7,f,70f
53,Kvinna,,88,X70f2f,6,f,70f
53,Kvinna,,88,X70f1f,NA,f,70f
53,Kvinna,,88,X50f11f,NA,f,50f
53,Kvinna,,88,X50f10f,NA,f,50f
53,Kvinna,,88,X30f1m,NA,m,30f
53,Kvinna,,88,X30f3m,6,m,30f
53,Kvinna,,88,X30f3f,NA,f,30f
53,Kvinna,,88,X30f4m,NA,m,30f
53,Kvinna,,88,X30f5m,5,m,30f
53,Kvinna,,88,X30f7m,NA,m,30f
53,Kvinna,,88,X30f6m,5,m,30f
53,Kvinna,,88,X30f8m,6,m,30f
53,Kvinna,,88,X30f9m,4,m,30f
53,Kvinna,,88,X30f10m,5,m,30f
53,Kvinna,,88,X50f1m,NA,m,50f
53,Kvinna,,88,X50f2m,NA,m,50f
53,Kvinna,,88,X50f4m,NA,m,50f
53,Kvinna,,88,X50f3m,2,m,50f
53,Kvinna,,88,X50f5m,NA,m,50f
53,Kvinna,,88,X50f6m,NA,m,50f
53,Kvinna,,88,X50f7m,3,m,50f
53,Kvinna,,88,X50f8m,3,m,50f
53,Kvinna,,88,X50f9m,6,m,50f
53,Kvinna,,88,X50f11m,NA,m,50f
53,Kvinna,,88,X50f10m,NA,m,50f
53,Kvinna,,88,X70f1m,4,m,70f
53,Kvinna,,88,X70f2m,NA,m,70f
53,Kvinna,,88,X70f3m,3,m,70f
53,Kvinna,,88,X70f4m,2,m,70f
53,Kvinna,,88,X70f5m,NA,m,70f
53,Kvinna,,88,X70f6m,NA,m,70f
53,Kvinna,,88,X70f7m,2,m,70f
53,Kvinna,,88,X70f8m,NA,m,70f
53,Kvinna,,88,X70f9m,1,m,70f
53,Kvinna,,88,X70f10m,NA,m,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f1f,NA,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f2f,2,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f2m,NA,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f4f,3,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f5f,NA,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f7f,NA,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f6f,3,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f8f,2,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f9f,3,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f10f,1,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f1f,NA,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f2f,2,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f4f,3,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f3f,3,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f5f,NA,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f6f,NA,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f7f,NA,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f8f,5,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f9f,4,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f10f,4,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f8f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f9f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f7f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f6f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f5f,4,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f4f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f3f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f2f,5,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X70f1f,NA,f,70f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f11f,4,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f10f,NA,f,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f1m,6,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f3m,NA,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f3f,4,f,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f4m,5,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f5m,6,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f7m,NA,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f6m,NA,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f8m,NA,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f9m,3,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X30f10m,NA,m,30f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f1m,NA,m,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f2m,1,m,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f4m,NA,m,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f3m,4,m,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f5m,2,m,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f6m,4,m,50f
50,Kvinna,Tycker ett svarsalternativen skulle varit på en skala ”horisontellt” istället för ”vertikalt” då det blir lättare att ange... På mobilen fick jag nu skrolla för att se alternativen och det hade varit en fördel att sett hela skalan i samma bild. Annars intressant studie! ,89,X50f7m,1,m,50f
